file,comment_number,decision,reason,starting_text,comment_text
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,88,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Therefore, man must obey, submit, and respect God to be loved. Very wrong scripturally. God's love is unconditional, We can never do anything to earn His love","@amerix Therefore, man must obey, submit, and respect God to be loved. Very wrong scripturally. God's love is unconditional, We can never do anything to earn His love"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,89,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix I have always agreed with most of what you say but on this I strongly disagree. | Love is not unidirectional, it goes both ways.","@amerix I have always agreed with most of what you say but on this I strongly disagree. | Love is not unidirectional, it goes both ways."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,90,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix @amerix you should write a book.I have learnt a lot in this space.,@amerix @amerix you should write a book.I have learnt a lot in this space.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,91,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Lies  | Don't listen to @amerix . Read the Bible to know the truth  | Man can love God  | Woman can love man  |  | Oh gosh pple don't follow foolishly,@amerix Lies  | Don't listen to @amerix . Read the Bible to know the truth  | Man can love God  | Woman can love man  |  | Oh gosh pple don't follow foolishly
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,92,Borderline,Short religious counterpoint; related but thin.,@amerix God loves us for free,@amerix God loves us for free
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,93,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix I fully support you. |  | Love is a result of submission. |  | That's why we are all people of God and only those who submit to Him are His children,@amerix I fully support you. |  | Love is a result of submission. |  | That's why we are all people of God and only those who submit to Him are His children
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,94,Remove,Too thin/generic agreement only.,@amerix True that @amerix,@amerix True that @amerix
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,95,Remove,Generic praise/thanks only.,@amerix This is deep... Thank you,@amerix This is deep... Thank you
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,96,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix What of when a child becomes rude? Indiscipline?  Does he/she deserve the same treatment??,@amerix What of when a child becomes rude? Indiscipline?  Does he/she deserve the same treatment??
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,97,Remove,Too thin/generic agreement only.,@amerix @brayokelly Absolutely true.,@amerix @brayokelly Absolutely true.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,98,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Well said. A man is a mini-god who can either create or destroy.,@amerix Well said. A man is a mini-god who can either create or destroy.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,99,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix You are waffling from the bottom barrel preposterousness of asininity |  | A woman is a core emotionality entity hence more propensity to love more than men |  | A man is a,@amerix You are waffling from the bottom barrel preposterousness of asininity |  | A woman is a core emotionality entity hence more propensity to love more than men |  | A man is a core rationality entity fumbles once oscillates towards heightened emotionality |  | Hence a woman loves |  | A man leads
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,100,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix You share so much insightful truth and factual information. I frequently visit to read your perspective on various life topics, as I find your opinions to be particularly e","@amerix You share so much insightful truth and factual information. I frequently visit to read your perspective on various life topics, as I find your opinions to be particularly enlightening and valuable 💯💯💯"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,101,Borderline,Short insult toward commenters; relates to masculinity but thin.,@amerix Wacha tu nicheke juu clearly hakuna wanaume hapa🤣🤣🤣just small boys in manly bodies,@amerix Wacha tu nicheke juu clearly hakuna wanaume hapa🤣🤣🤣just small boys in manly bodies
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,102,Remove,"Quote bot request, not audience reaction.",@amerix @rattibha  quote this,@amerix @rattibha  quote this
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,103,Borderline,Very short gender claim; related but thin.,@amerix Women need love,@amerix Women need love
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,104,Borderline,Very short gender claim; related but thin.,@amerix Men need respect,@amerix Men need respect
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,105,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix God loves man unconditionally and Man must love his wife unconditionally. God doesn't love us because we summit and obey him. He loves us. Because of the value he has put i,@amerix God loves man unconditionally and Man must love his wife unconditionally. God doesn't love us because we summit and obey him. He loves us. Because of the value he has put in us! That's why he gave his only begotten Son for us we didn't have to earn it 🙏
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,106,Remove,Generic praise only.,@amerix no one preaches this. nice,@amerix no one preaches this. nice
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,107,Remove,Too thin/generic praise only.,@amerix Great,@amerix Great
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,108,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix True for women, not so for God. Don't forget  Matthew 22:37.","@amerix True for women, not so for God. Don't forget  Matthew 22:37."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,109,Remove,"Screenshot bot request, not audience reaction.",@amerix @@pikaso_me pl screenshot this,@amerix @@pikaso_me pl screenshot this
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,110,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix A woman love is a scam, a wona can only respect you, but she can never love you","@amerix A woman love is a scam, a wona can only respect you, but she can never love you"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,111,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Love is actually a VERB not a NOUN. You love by providing,protecting, preceding.","@amerix Love is actually a VERB not a NOUN. You love by providing,protecting, preceding."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,112,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix This man oozes wisdom thank you for those strengthening words,@amerix This man oozes wisdom thank you for those strengthening words
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,113,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix @Omwenyo1 1 John4:19, Deut 6:5, Matt 22:37. You must love the Lord your God with all your heart. Let’s not twist the Bible to make a point please","@amerix @Omwenyo1 1 John4:19, Deut 6:5, Matt 22:37. You must love the Lord your God with all your heart. Let’s not twist the Bible to make a point please"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,114,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix For christ sake you posted a while back in one of the classes that, do not marry a woman you love, marry the one who loves you.","@amerix For christ sake you posted a while back in one of the classes that, do not marry a woman you love, marry the one who loves you."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,115,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Man's desire for greatness is so strong that he will attempt to experience it through someone/something.,@amerix Man's desire for greatness is so strong that he will attempt to experience it through someone/something.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,116,Borderline,Short religious claim; related but thin.,@amerix Gods love is unconditional,@amerix Gods love is unconditional
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,117,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Submission beget love respect ,then others follow","@amerix Submission beget love respect ,then others follow"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,118,Remove,Too thin/unclear reaction.,@amerix This is the biggest,@amerix This is the biggest
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,119,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix It is not true to say that man can not love God. While God expresses his love for us through His fatherly actions, we express it to him through submission and obedience.","@amerix It is not true to say that man can not love God. While God expresses his love for us through His fatherly actions, we express it to him through submission and obedience."
